id	identifier	symbol	other_identifiers	description	synonyms
11	MESH:D049913	ACTH-Secreting Pituitary Adenoma	DO:DOID:7004|OMIM:219090	A pituitary adenoma which secretes ADRENOCORTICOTROPIN, leading to CUSHING DISEASE.	|Adenoma, Corticotroph|Pituitary-Adenomas, ACTH-Producing|ACTH-Secreting-Pituitary-Adenomas|Pituitary Adenoma, ACTH Producing|Adenomas, Corticotroph|Corticotroph Adenoma|Pituitary Corticotropin-Secreting Adenomas|Pituitary-Adenoma, ACTH-Producing|ACTH-Producing-Pituitary-Adenoma|Pituitary Adenomas, ACTH Producing|ACTH-Secreting Pituitary Adenoma|Corticotropin Secreting Adenoma, Pituitary|ACTH Secreting Pituitary Adenomas|PITUITARY ADENOMA 4, ACTH SECRETING|Pituitary Corticotropin Secreting Adenoma|Pituitary Adenoma, ACTH-Secreting|Pituitary Corticotropin Secreting Adenomas|Pituitary-Adenoma, ACTH-Secreting|Corticotroph-Adenoma|PITUITARY ADENOMA 4, ACTH-SECRETING|Pituitary-Corticotropin-Secreting-Adenomas|ACTH Secreting Pituitary Adenoma|ACTH Producing Pituitary Adenoma|Corticotropin-Secreting-Adenoma, Pituitary|Pituitary-Corticotropin-Secreting-Adenoma|ACTH-SECRETING PITUITARY ADENOMA 4|Pituitary Adenoma, ACTH Secreting|CUSHING DISEASE, PITUITARY|Pituitary Adenoma, ACTH-Producing|Corticotropin-Secreting Adenomas, Pituitary|Pituitary Adenomas, ACTH-Producing|Corticotroph-Adenomas|ACTH-Secreting Pituitary Adenomas|Pituitary-Adenomas, ACTH-Secreting|ACTH-Producing Pituitary Adenomas|CUSHING-DISEASE, PITUITARY|PITA4|Corticotroph Adenomas|Corticotropin-Secreting-Adenomas, Pituitary|ACTH-Producing Pituitary Adenoma|Corticotropin-Secreting Adenoma, Pituitary|Corticotropin Secreting Adenomas, Pituitary|PITUITARY CUSHING DISEASE|Pituitary Adenomas, ACTH Secreting|ACTH-Secreting-Pituitary-Adenoma|Pituitary Adenomas, ACTH-Secreting|Pituitary Corticotropin-Secreting Adenoma|ACTH-Producing-Pituitary-Adenomas|ACTH Producing Pituitary Adenomas|PITUITARY-ADENOMA-4, ACTH-SECRETING|
12	MESH:D000182	ACTH Syndrome, Ectopic		Symptom complex due to ACTH production by non-pituitary neoplasms.	|Syndrome, Ectopic ACTH|ACTH-Syndromes, Ectopic|Ectopic ACTH Syndrome|Syndromes, Ectopic-ACTH|Ectopic ACTH Syndromes|ACTH Syndromes, Ectopic|Syndromes, Ectopic ACTH|Ectopic-ACTH-Syndrome|Syndrome, Ectopic-ACTH|Ectopic-ACTH-Syndromes|
13	MESH:C535673	Acute erythroleukemia			|Acute erythroleukemia - M6b subtype|AML M6 Acute myeloid leukemia M6|Acute erythroleukemia   M6a subtype|Acute-erythroleukemia---M6b-subtype|Acute-myeloid-leukemia-FAB-M6|Acute-erythroleukemia---M6a-subtype|Acute myeloid leukemia FAB-M6|Acute erythroleukemia   M6b subtype|Acute myeloid leukemia FAB M6|AML-M6-Acute-myeloid-leukemia-M6|AML-M6 Acute myeloid leukemia M6|Acute erythroleukemia - M6a subtype|
14	MESH:D050398	Adamantinoma	DO:DOID:2775|DO:DOID:2776	A locally aggressive, osteolytic neoplasm of the long bones, probably of epithelial origin and most often involving the TIBIA.	|Adamantinomas|
15	MESH:C562741	Adamantinoma Of Long Bones	DO:DOID:2775|DO:DOID:2776		
16	MESH:C538229	Adenoameloblastoma			|Adenomatoid-odontogenic-Cancers|Pleomorphic-adenomatoid-Tumour|Pleomorphic-adenomatoid-Neoplasms|Adenomatoid-odontogenic-Carcinoma|Adenomatoid odontogenic Tumour|Adenomatoid odontogenic tumor|Pleomorphic-adenomatoid-Cancer|Adenomatoid-ameloblastoma|Adenomatoid-odontogenic-Tumour|Pleomorphic-adenomatoid-tumor|Adenomatoid odontogenic Neoplasm|Pleomorphic adenomatoid Cancer|Adenomatoid odontogenic Neoplasms|Adenomatoid odontogenic Tumours|Adenomatoid-odontogenic-Neoplasms|Pleomorphic adenomatoid Tumours|Pleomorphic-adenomatoid-Carcinoma|Pleomorphic adenomatoid Neoplasm|Adenomatoid odontogenic Carcinomas|Pleomorphic-adenomatoid-Tumours|Adenomatoid-odontogenic-Carcinomas|Pleomorphic-adenomatoid-Carcinomas|Adenomatoid odontogenic Carcinoma|Pleomorphic adenomatoid Carcinoma|Pleomorphic-adenomatoid-Cancers|Adenomatoid-odontogenic-Tumours|Adenomatoid odontogenic Cancer|Pleomorphic adenomatoid Carcinomas|Pleomorphic-adenomatoid-Neoplasm|Adenomatoid ameloblastoma|Adenomatoid-odontogenic-Neoplasm|Pleomorphic adenomatoid tumor|Adenomatoid-odontogenic-tumor|Adenomatoid-odontogenic-Cancer|Pleomorphic adenomatoid Cancers|Pleomorphic adenomatoid Tumour|Pleomorphic adenomatoid Neoplasms|Adenomatoid odontogenic Cancers|
17	MESH:C538230	Adenocarcinoid tumor			
18	MESH:D000230	Adenocarcinoma	DO:DOID:299|DO:DOID:4903|DO:DOID:4929|DO:DOID:5675	A malignant epithelial tumor with a glandular organization.	|Basal-Cell-Adenocarcinomas|Tumor, Cribriform|AdenoNeoplasm|Granular Cell AdenoTumors|Adenocarcinomas, Granular Cell|Cancer, Granular Cell|Tumors, Granular-Cell|Cribriform-Neoplasm|Tubular Adenocarcinoma|AdenoNeoplasm, Granular-Cell|AdenoTumor, Tubular|Granular Cell AdenoCancers|Cribriform Carcinomas|Carcinomas, Tubular|Neoplasm, Cribriform|AdenoCancer, Oxyphilic|Tubular-Tumour|Tumor, Granular-Cell|Basal Cell AdenoTumors|Cribriform-Neoplasms|Granular-Cell-AdenoNeoplasm|Carcinoma, Granular Cell|Tubular AdenoCarcinoma|AdenoTumours, Basal-Cell|Malignant Adenomas|AdenoTumours, Granular Cell|Granular Cell AdenoNeoplasms|AdenoCancers, Granular-Cell|Cribriform Tumors|Basal Cell AdenoTumour|Granular-Cell-Tumor|AdenoTumours|AdenoNeoplasms, Granular-Cell|Granular-Cell-AdenoCancers|Oxyphilic-AdenoTumor|AdenoTumor|Tubular-AdenoTumor|Cribriform-Tumors|Tubular-AdenoCancer|AdenoTumor, Granular-Cell|Adenocarcinoma, Granular Cell|AdenoTumors, Granular Cell|AdenoCancers|AdenoNeoplasms, Tubular|Granular-Cell-Adenocarcinoma|Malignant-Adenomas|Granular Cell Tumour|Tumor, Tubular|AdenoNeoplasms, Basal Cell|Tumors, Granular Cell|AdenoNeoplasms, Granular Cell|Tubular AdenoCancer|Tubular-Adenocarcinoma|Cribriform Tumour|Adenomas, Malignant|Carcinoma, Cribriform|Carcinomas, Granular-Cell|AdenoTumor, Oxyphilic|Oxyphilic-AdenoNeoplasm|AdenoTumours, Granular-Cell|Adenoma, Malignant|Basal-Cell-AdenoCarcinoma|Adenocarcinoma, Basal Cell|AdenoTumors, Granular-Cell|Basal-Cell-Adenocarcinoma|Oxyphilic AdenoTumor|Tubular-Adenocarcinomas|Basal-Cell-AdenoTumour|Oxyphilic AdenoCarcinoma|Tubular-AdenoTumors|Tubular-Tumor|Tubular Cancer|Granular-Cell-AdenoTumor|Oxyphilic-AdenoTumours|AdenoTumour, Granular-Cell|Cribriform-Cancer|Granular-Cell-Neoplasm|Neoplasm, Tubular|Basal Cell Adenocarcinomas|Tubular AdenoTumours|Neoplasms, Cribriform|Carcinomas, Granular Cell|Cancers, Tubular|Granular-Cell-Cancers|Tubular Neoplasm|Granular Cell Adenocarcinomas|Tumors, Tubular|Granular Cell Carcinoma|Adenocarcinomas, Oxyphilic|AdenoCarcinoma, Basal Cell|Basal-Cell-AdenoTumours|AdenoNeoplasm, Basal-Cell|Tubular-AdenoNeoplasms|AdenoCancers, Tubular|Granular Cell Neoplasm|Tumour, Tubular|AdenoNeoplasm, Oxyphilic|Cancers, Granular Cell|Adenocarcinoma, Granular-Cell|Tubular Neoplasms|Oxyphilic-Adenocarcinoma|Neoplasm, Granular-Cell|Cribriform Neoplasms|Oxyphilic AdenoTumors|Oxyphilic-Adenocarcinomas|Granular Cell AdenoNeoplasm|Granular Cell Tumours|Tubular Carcinoma|Basal Cell AdenoCarcinoma|Cancers, Granular-Cell|AdenoTumor, Basal-Cell|Tubular-Neoplasms|AdenoTumours, Oxyphilic|Granular-Cell-Tumour|Adenocarcinoma, Tubular|Oxyphilic-AdenoCancer|Basal-Cell-AdenoTumors|Cancer, Granular-Cell|Tubular Tumour|Neoplasms, Granular-Cell|Basal-Cell-AdenoNeoplasms|AdenoNeoplasm, Tubular|Cribriform Carcinoma|Adenocarcinoma, Basal-Cell|AdenoNeoplasm, Basal Cell|Cribriform-Carcinoma|Neoplasms, Granular Cell|AdenoCarcinoma, Oxyphilic|Tubular AdenoTumors|AdenoCancers, Granular Cell|Cancer, Cribriform|AdenoCancer, Granular-Cell|Granular Cell Adenocarcinoma|Granular-Cell-AdenoCancer|Adenocarcinomas, Tubular|AdenoTumours, Basal Cell|Granular-Cell-Carcinomas|Basal Cell AdenoCancers|Granular-Cell-Neoplasms|Granular Cell Cancers|Basal-Cell-AdenoTumor|AdenoCancer, Basal Cell|Granular-Cell-Tumors|AdenoCancer, Tubular|AdenoCancers, Basal-Cell|Tumours, Tubular|Granular Cell Neoplasms|Tumor, Granular Cell|Tubular-Neoplasm|Granular Cell AdenoTumours|Tubular AdenoCancers|AdenoTumour, Oxyphilic|Basal Cell AdenoTumor|Granular Cell AdenoTumour|AdenoTumors, Basal-Cell|Tubular-Cancer|Granular Cell Cancer|Tubular-AdenoTumour|AdenoNeoplasms, Oxyphilic|Granular-Cell-Cancer|AdenoTumour, Basal Cell|Cribriform Cancers|Granular Cell Tumors|Oxyphilic AdenoNeoplasm|Basal-Cell-AdenoCancers|AdenoNeoplasm, Granular Cell|AdenoTumours, Tubular|Neoplasms, Tubular|Tumors, Cribriform|Carcinomas, Cribriform|AdenoCancers, Oxyphilic|Oxyphilic AdenoNeoplasms|Cancer, Tubular|Oxyphilic-AdenoTumour|Granular Cell AdenoCarcinoma|AdenoCarcinoma, Tubular|Tumour, Granular Cell|Tubular AdenoNeoplasm|Tubular-Tumors|AdenoTumors|Granular-Cell-AdenoTumors|Tubular Cancers|AdenoTumour|Adenocarcinomas, Basal Cell|Adenocarcinoma, Oxyphilic|Tubular-AdenoCarcinoma|Granular-Cell-Carcinoma|Malignant-Adenoma|AdenoTumor, Basal Cell|Oxyphilic-AdenoCarcinoma|Tubular-AdenoCancers|Adenocarcinomas, Granular-Cell|AdenoTumour, Tubular|AdenoCarcinoma, Granular Cell|Cribriform Tumor|Tubular AdenoNeoplasms|Oxyphilic-AdenoNeoplasms|Granular Cell Carcinomas|AdenoCarcinoma, Basal-Cell|Oxyphilic AdenoTumour|Neoplasm, Granular Cell|Cribriform Tumours|Granular Cell AdenoTumor|Cribriform Neoplasm|Tubular AdenoTumor|Oxyphilic Adenocarcinoma|AdenoNeoplasms, Basal-Cell|AdenoTumour, Granular Cell|Tumours, Granular Cell|Tubular Tumours|Oxyphilic AdenoCancer|Cribriform Cancer|Granular-Cell-AdenoCarcinoma|Tumour, Granular-Cell|Carcinoma, Tubular|Tubular-Carcinomas|AdenoCancer|Tubular-Tumours|Basal Cell Adenocarcinoma|Granular-Cell-Adenocarcinomas|Cribriform-Cancers|Tumours, Granular-Cell|AdenoTumors, Oxyphilic|Carcinoma, Granular-Cell|Basal Cell AdenoNeoplasms|Tumour, Cribriform|Oxyphilic Adenocarcinomas|Oxyphilic AdenoTumours|Adenocarcinomas|Granular-Cell-AdenoNeoplasms|Oxyphilic-AdenoCancers|Cribriform-Tumours|Tubular AdenoTumour|Basal Cell AdenoTumours|Granular-Cell-Tumours|Tubular Tumor|Granular-Cell-AdenoTumours|Basal-Cell-AdenoCancer|AdenoTumor, Granular Cell|Tubular-Carcinoma|AdenoNeoplasms|Adenocarcinomas, Basal-Cell|AdenoCarcinoma|Cancers, Cribriform|AdenoCarcinoma, Granular-Cell|Cribriform-Carcinomas|AdenoCancer, Granular Cell|AdenoCancers, Basal Cell|AdenoTumour, Basal-Cell|AdenoTumors, Tubular|Cribriform-Tumour|Tubular Tumors|Tubular-Cancers|Tubular-AdenoTumours|Tubular Adenocarcinomas|Tumours, Cribriform|Basal-Cell-AdenoNeoplasm|Basal Cell AdenoNeoplasm|Granular Cell AdenoCancer|Basal Cell AdenoCancer|Granular-Cell-AdenoTumour|Granular Cell Tumor|Tubular-AdenoNeoplasm|Oxyphilic-AdenoTumors|Tubular Carcinomas|Cribriform-Tumor|Oxyphilic AdenoCancers|AdenoCancer, Basal-Cell|AdenoTumors, Basal Cell|Malignant Adenoma|
19	MESH:D002282	Adenocarcinoma, Bronchiolo-Alveolar	DO:DOID:4926	A carcinoma derived from epithelium of terminal bronchioles, in which the neoplastic tissue extends along the alveolar walls and grows in small masses within the alveoli. Involvement may be uniformly diffuse and massive, or nodular, or lobular. The neoplastic cells are cuboidal or columnar and form papillary structures. Mucin may be demonstrated in some of the cells and in the material in the alveoli, which also includes denuded cells. Metastases in regional lymph nodes, and in even more distant sites, are known to occur, but are infrequent. (From Stedman, 25th ed)	|Bronchioloalveolar-Tumors|AdenoCancers, Alveolar|Alveolar Adenocarcinoma|Bronchiolo-Alveolar AdenoNeoplasms|AdenoTumours, Bronchiolo Alveolar|Alveolar Cell Cancers|Tumors, Bronchiolo Alveolar|Bronchiolo Alveolar Carcinomas|Bronchiolo Alveolar Neoplasms|Cancers, Alveolar Cell|Tumour, Alveolar Cell|Bronchioloalveolar-Tumour|Bronchiolo-Alveolar AdenoNeoplasm|Bronchiolo-Alveolar Tumor|Alveolar Cancer|Alveolar-Cell-Neoplasms|Neoplasm, Bronchiolo-Alveolar|AdenoNeoplasm, Bronchiolo-Alveolar|Tumour, Bronchiolar|Alveolar-Cancers|AdenoTumor, Alveolar|Bronchiolo-Alveolar-AdenoTumor|Tumor, Alveolar|AdenoTumour, Bronchiolo-Alveolar|Alveolar Tumors|Neoplasms, Alveolar Cell|Bronchiolo-Alveolar-Adenocarcinomas|Adenocarcinoma, Bronchiolo Alveolar|Alveolar-Cell-Tumors|AdenoTumor, Bronchiolo Alveolar|Alveolar Cell Neoplasms|Alveolar-AdenoCancers|Cancer, Alveolar-Cell|Bronchiolo-Alveolar-Tumours|Alveolar AdenoTumors|Bronchiolo-Alveolar Neoplasms|Bronchiolo-Alveolar Tumour|Alveolar Tumour|Alveolar Cancers|Cancer, Bronchiolar|Bronchioloalveolar-Neoplasm|Bronchiolar Carcinomas|Alveolar AdenoNeoplasms|Carcinomas, Bronchiolo-Alveolar|AdenoCancers, Bronchiolo-Alveolar|Bronchiolo-Alveolar-Tumors|Neoplasms, Alveolar-Cell|Tumors, Bronchiolo-Alveolar|Bronchiolar-Carcinomas|Bronchiolo-Alveolar-Adenocarcinoma|Alveolar AdenoCarcinoma|Bronchiolo-Alveolar-Cancer|Bronchiolo-Alveolar Adenocarcinomas|Bronchioloalveolar-Carcinomas|Cancers, Bronchiolo-Alveolar|Alveolar Carcinoma|Tumors, Alveolar|Alveolar-Cell-Carcinoma|Bronchiolo Alveolar AdenoTumours|Cancers, Bronchiolo Alveolar|Bronchiolar Tumor|Bronchiolo-Alveolar-Carcinomas|Bronchiolo Alveolar AdenoCarcinoma|Bronchiolo-Alveolar-AdenoCancer|AdenoNeoplasm, Alveolar|Tumor, Bronchioloalveolar|Bronchiolo-Alveolar-Carcinoma|AdenoNeoplasms, Bronchiolo Alveolar|AdenoNeoplasm, Bronchiolo Alveolar|Alveolar Cell Cancer|Neoplasms, Bronchiolo-Alveolar|AdenoCarcinoma, Alveolar|Bronchiolo-Alveolar Tumours|Bronchioloalveolar Neoplasm|Carcinomas, Alveolar-Cell|Carcinoma, Alveolar|Bronchiolo-Alveolar-AdenoTumours|Alveolar-Carcinomas|Alveolar-Cell-Tumours|Alveolar-AdenoNeoplasms|Bronchiolar Carcinoma|Bronchiolar-Carcinoma|Tumours, Bronchiolo Alveolar|Bronchioloalveolar Carcinomas|Tumor, Bronchiolo Alveolar|Bronchiolo-Alveolar AdenoCarcinoma|Alveolar-Cell-Tumor|Alveolar-Neoplasm|Tumors, Alveolar Cell|Bronchiolo-Alveolar Tumors|Tumour, Bronchioloalveolar|Alveolar-AdenoTumour|Alveolar AdenoCancer|Bronchiolar-Cancers|Carcinomas, Alveolar|AdenoNeoplasms, Bronchiolo-Alveolar|Alveolar-Neoplasms|Alveolar Cell Carcinomas|Neoplasm, Bronchiolo Alveolar|Bronchiolo-Alveolar Carcinoma|Bronchiolo Alveolar Tumors|Bronchiolo-Alveolar-Tumour|AdenoCancers, Bronchiolo Alveolar|Bronchiolar-Cancer|Tumour, Alveolar-Cell|Bronchiolo-Alveolar Carcinomas|Bronchiolo-Alveolar-Cancers|Bronchiolo Alveolar AdenoTumor|Tumor, Alveolar Cell|Cancer, Bronchioloalveolar|Bronchiolo Alveolar Adenocarcinoma|Bronchiolo Alveolar Tumour|Neoplasm, Alveolar|Carcinomas, Alveolar Cell|Bronchiolo Alveolar Neoplasm|Bronchiolo Alveolar Carcinoma|Carcinomas, Bronchiolar|Alveolar Cell Tumours|Adenocarcinomas, Bronchiolo-Alveolar|Neoplasm, Bronchioloalveolar|AdenoTumour, Bronchiolo Alveolar|AdenoCancer, Alveolar|Cancer, Bronchiolo Alveolar|AdenoTumors, Bronchiolo Alveolar|AdenoTumors, Bronchiolo-Alveolar|Carcinoma, Bronchioloalveolar|Bronchiolo-Alveolar AdenoTumour|Bronchiolo-Alveolar-AdenoCarcinoma|Neoplasm, Bronchiolar|Bronchioloalveolar Tumor|Bronchiolo-Alveolar Neoplasm|Tumors, Bronchioloalveolar|Alveolar-Adenocarcinomas|Bronchiolar-Neoplasms|Alveolar Cell Neoplasm|Bronchiolo Alveolar AdenoNeoplasm|Alveolar Cell Tumor|Alveolar-AdenoCancer|Bronchiolo Alveolar AdenoTumour|Carcinoma, Bronchiolo Alveolar|Alveolar Neoplasms|Bronchiolo-Alveolar-Tumor|Bronchiolo Alveolar Tumor|Bronchiolo-Alveolar AdenoTumours|Alveolar Neoplasm|AdenoTumors, Alveolar|Bronchiolar Tumours|Carcinomas, Bronchioloalveolar|Bronchiolo-Alveolar-Neoplasm|Cancers, Bronchioloalveolar|Tumors, Alveolar-Cell|Alveolar-Cell-Cancers|Alveolar-Cell-Cancer|Bronchiolo Alveolar AdenoTumors|Alveolar AdenoNeoplasm|AdenoCancer, Bronchiolo Alveolar|Alveolar Tumours|Bronchiolar Cancer|Alveolar-Tumor|Carcinoma, Alveolar-Cell|Bronchioloalveolar Tumour|Bronchiolar Cancers|Alveolar Cell Tumors|Bronchiolo-Alveolar-AdenoCancers|Bronchiolo-Alveolar Cancers|Alveolar-Carcinoma|AdenoCancer, Bronchiolo-Alveolar|Alveolar-AdenoTumours|Bronchiolo-Alveolar-Neoplasms|Alveolar-Tumours|Alveolar AdenoTumour|Bronchiolo-Alveolar AdenoTumors|Neoplasms, Bronchioloalveolar|AdenoTumor, Bronchiolo-Alveolar|Alveolar-Adenocarcinoma|Tumor, Alveolar-Cell|Cancer, Alveolar|Adenocarcinomas, Alveolar|Neoplasms, Bronchiolar|Neoplasm, Alveolar Cell|Alveolar-Cell-Carcinomas|Tumours, Alveolar|Alveolar Adenocarcinomas|Alveolar Carcinomas|Tumour, Bronchiolo Alveolar|Bronchiolar-Tumours|Tumour, Alveolar|Bronchiolo-Alveolar Cancer|Bronchiolo Alveolar AdenoNeoplasms|Bronchioloalveolar-Neoplasms|Bronchiolo Alveolar Adenocarcinomas|Bronchiolo Alveolar Cancers|Alveolar-AdenoTumors|Bronchioloalveolar Carcinoma|Tumors, Bronchiolar|Tumours, Bronchiolar|Cancers, Alveolar-Cell|Bronchiolar-Tumors|Cancer, Bronchiolo-Alveolar|Alveolar Cell Tumour|Alveolar AdenoTumours|Tumour, Bronchiolo-Alveolar|AdenoCarcinoma, Bronchiolo-Alveolar|Alveolar-Cell-Neoplasm|Bronchioloalveolar Cancers|Bronchiolo-Alveolar Adenocarcinoma|Tumours, Alveolar-Cell|Alveolar-AdenoTumor|Bronchiolo Alveolar AdenoCancers|Adenocarcinoma, Alveolar|Bronchiolar Neoplasms|Alveolar Cell Carcinoma|Alveolar-Tumors|AdenoCarcinoma, Bronchiolo Alveolar|Bronchioloalveolar-Tumours|Bronchiolo-Alveolar-AdenoTumour|Bronchiolo-Alveolar AdenoCancer|AdenoTumours, Alveolar|Bronchioloalveolar Tumors|Carcinoma, Bronchiolo-Alveolar|Alveolar Tumor|Alveolar-Tumour|Neoplasms, Bronchiolo Alveolar|Alveolar-Cell-Tumour|AdenoNeoplasms, Alveolar|Carcinomas, Bronchiolo Alveolar|Adenocarcinoma, Bronchiolo-Alveolar|Bronchiolo-Alveolar-AdenoNeoplasm|Bronchioloalveolar Cancer|Bronchioloalveolar Tumours|Tumours, Bronchiolo-Alveolar|Alveolar-AdenoNeoplasm|AdenoTumour, Alveolar|Neoplasm, Alveolar-Cell|Adenocarcinomas, Bronchiolo Alveolar|Cancers, Bronchiolar|Bronchiolar Tumour|Carcinoma, Alveolar Cell|Bronchiolo-Alveolar-AdenoNeoplasms|Carcinoma, Bronchiolar|Neoplasms, Alveolar|Bronchioloalveolar Neoplasms|Bronchiolar Tumors|Bronchiolo-Alveolar AdenoCancers|Bronchiolar-Tumour|Alveolar AdenoCancers|AdenoTumours, Bronchiolo-Alveolar|Bronchiolo Alveolar Cancer|Bronchiolar Neoplasm|Tumor, Bronchiolo-Alveolar|Tumours, Bronchioloalveolar|Bronchioloalveolar-Carcinoma|Bronchiolo Alveolar Tumours|Cancers, Alveolar|Bronchiolo-Alveolar AdenoTumor|Tumor, Bronchiolar|Bronchiolo-Alveolar-AdenoTumors|Bronchioloalveolar-Cancer|Cancer, Alveolar Cell|Alveolar-AdenoCarcinoma|Bronchioloalveolar-Cancers|Bronchiolar-Tumor|Bronchiolar-Neoplasm|Bronchiolo Alveolar AdenoCancer|Bronchioloalveolar-Tumor|Alveolar-Cancer|Tumours, Alveolar Cell|Alveolar AdenoTumor|
20	MESH:D018262	Adenocarcinoma, Clear Cell	DO:DOID:4468	An adenocarcinoma characterized by the presence of varying combinations of clear and hobnail-shaped tumor cells. There are three predominant patterns described as tubulocystic, solid, and papillary. These tumors, usually located in the female reproductive organs, have been seen more frequently in young women since 1970 as a result of the association with intrauterine exposure to diethylstilbestrol. (From Holland et al., Cancer Medicine, 3d ed)	|AdenoTumour, Clear Cell|Clear Cell AdenoNeoplasms|AdenoCancer, Clear Cell|Adenocarcinomas, Clear Cell|Clear-Cell-AdenoTumours|Clear Cell AdenoNeoplasm|Clear Cell AdenoTumours|Clear-Cell-AdenoCarcinoma|Clear Cell AdenoTumour|AdenoNeoplasm, Clear Cell|AdenoNeoplasm, Clear-Cell|Clear Cell Adenocarcinomas|Clear-Cell-AdenoNeoplasms|AdenoTumours, Clear Cell|Clear-Cell-AdenoCancers|Clear-Cell-Adenocarcinomas|Clear-Cell-AdenoTumors|AdenoNeoplasms, Clear Cell|AdenoTumor, Clear-Cell|AdenoCarcinoma, Clear Cell|Clear-Cell-AdenoNeoplasm|Clear Cell AdenoTumors|Clear Cell AdenoCarcinoma|Clear-Cell-AdenoTumour|Adenocarcinomas, Clear-Cell|Clear-Cell-Adenocarcinoma|Clear-Cell-AdenoCancer|AdenoTumors, Clear Cell|Clear Cell AdenoCancers|AdenoTumours, Clear-Cell|AdenoTumor, Clear Cell|AdenoCancers, Clear Cell|AdenoTumors, Clear-Cell|AdenoCancers, Clear-Cell|Clear Cell AdenoCancer|Clear Cell Adenocarcinoma|Clear Cell AdenoTumor|AdenoCancer, Clear-Cell|AdenoCarcinoma, Clear-Cell|AdenoTumour, Clear-Cell|Clear-Cell-AdenoTumor|AdenoNeoplasms, Clear-Cell|
21	MESH:D018263	Adenocarcinoma, Follicular	DO:DOID:3962	An adenocarcinoma of the thyroid gland, in which the cells are arranged in the form of follicles. (From Dorland, 27th ed)	|Follicular Thyroid Tumour|Follicular-AdenoCancers|Follicular AdenoTumours|Tumour, Follicular Thyroid|Follicular-Thyroid-Tumor|Thyroid-Carcinoma, Follicular|Thyroid-Carcinomas, Follicular|Cancers, Follicular Thyroid|AdenoCancer, Follicular|Carcinomas, Follicular Thyroid|Follicular AdenoTumor|Tumours, Follicular-Thyroid|Follicular-Thyroid-Carcinomas|Follicular-Thyroid-Tumour|Thyroid-Neoplasms, Follicular|Follicular Thyroid Neoplasm|Adenocarcinomas, Follicular|Thyroid Cancer, Follicular|Follicular Thyroid Cancer|Follicular-Thyroid-Carcinoma|Thyroid Neoplasms, Follicular|Thyroid Tumour, Follicular|AdenoCancers, Follicular|Follicular-Thyroid-Neoplasm|Neoplasms, Follicular-Thyroid|Thyroid-Cancers, Follicular|Follicular-AdenoTumors|Follicular Adenocarcinomas|Follicular-AdenoCarcinoma|Follicular-AdenoTumours|Follicular-AdenoNeoplasms|Thyroid Tumor, Follicular|Thyroid-Tumour, Follicular|Follicular-Thyroid-Neoplasms|Follicular Thyroid Neoplasms|Thyroid Tumours, Follicular|Follicular-Adenocarcinomas|Follicular-Thyroid-Cancer|Cancers, Follicular-Thyroid|Carcinoma, Follicular Thyroid|Thyroid-Neoplasm, Follicular|Follicular Thyroid Cancers|AdenoCarcinoma, Follicular|Follicular-Adenocarcinoma|Tumors, Follicular-Thyroid|Neoplasms, Follicular Thyroid|Thyroid-Tumor, Follicular|Thyroid-Cancer, Follicular|Neoplasm, Follicular-Thyroid|Follicular AdenoCarcinoma|Follicular AdenoTumour|Follicular AdenoNeoplasm|Follicular AdenoTumors|Follicular Thyroid Tumor|AdenoTumours, Follicular|Thyroid Cancers, Follicular|Follicular-AdenoNeoplasm|Thyroid Tumors, Follicular|Cancer, Follicular Thyroid|AdenoNeoplasm, Follicular|Thyroid Carcinomas, Follicular|AdenoTumor, Follicular|AdenoNeoplasms, Follicular|Follicular-AdenoTumor|Follicular-AdenoCancer|Tumor, Follicular Thyroid|Follicular Thyroid Carcinoma|Thyroid Carcinoma, Follicular|Thyroid-Tumors, Follicular|Thyroid-Tumours, Follicular|AdenoTumors, Follicular|Tumors, Follicular Thyroid|Thyroid Neoplasm, Follicular|Follicular AdenoNeoplasms|Carcinomas, Follicular-Thyroid|Follicular-Thyroid-Tumours|AdenoTumour, Follicular|Cancer, Follicular-Thyroid|Follicular AdenoCancers|Follicular Adenocarcinoma|Tumour, Follicular-Thyroid|Tumor, Follicular-Thyroid|Follicular-Thyroid-Tumors|Follicular Thyroid Tumors|Follicular Thyroid Carcinomas|Tumours, Follicular Thyroid|Carcinoma, Follicular-Thyroid|Follicular-Thyroid-Cancers|Neoplasm, Follicular Thyroid|Follicular AdenoCancer|Follicular Thyroid Tumours|Follicular-AdenoTumour|
